document,focus_node,focus_type,focus_label,segment_id,segment_text,previous_segment_id,previous_segment_text,next_segment_id,next_segment_text,same_segment_entities,previous_segment_entities,next_segment_entities,current_hasParticipant,current_participationActors,current_resolution_status,audit_flag,original_review_status,original_reviewer_note,suggested_review_action,approved_target_xml_id,approved_basis,approved_confidence,participant_review_status,participant_reviewer_note
cab-001-038,https://w3id.org/leco/data/co-ahrb-cab-001-d0038/event_cab-001-038_cab-001-038_s003_a003,leco:GrantOfPower,poder,cab-001-038_s003,"Don Juan de Montalvo solicita a los señores Justicia y Regimiento un poder para ocupar el cargo de contador mientras dure la ausencia del titular, quien viajó a la ciudad de Velez.",cab-001-038_s002,"Se dijo que habia queponer remedio a las personas que estan hechando a perder los montes de esta jurisdicción, para lo cual se deben cobrar multas. 24 mayo 1549.",cab-001-038_s004,"En este Cabildo se leyó una petición de Don Juan de Chinchilla quien pide se le adjudique un pedazo de tierra, ubicada junto al Corral de Pedro Cordoba. 20 octubre 1549 Cabildo en el que se leyó la orden del señor Gobernador Don Miguel Diaz de Armendaris, para que se se represente en la Real Audencia el Alcalde Gómez de Cifuentes.",person:person_cab-001-038_cab-001-038_s003_a001|Juan de Montalvo|before; org:org_cab-001-038_cab-001-038_s003_a002|Justicia y Regimiento|before,,org:org_cab-001-038_cab-001-038_s001_a003|Cabildo|same; person:person_cab-001-038_cab-001-038_s004_a004|Juan de Chinchilla|same; person:person_cab-001-038_cab-001-038_s004_a006|Pedro Cordoba|same; org:org_cab-001-038_cab-001-038_s001_a003|Cabildo|same; person:person_cab-001-038_cab-001-038_s004_a012|Miguel Diaz de Armendaris|same; org:org_cab-001-038_cab-001-038_s004_a013|Real Audencia|same; person:person_cab-001-038_cab-001-038_s004_a015|Gómez de Cifuentes|same,,,unresolved,unresolved,needs_review,"Propuesta para revisión: cab-001-038_s003 menciona actores o afectados, pero no es inequívoco que correspondan al acto «poder» tal como está tipado. Revisar primero la segmentación/tipo de evento antes de enlazar participantes.","Revisar candidatos del mismo segmento y, si no bastan, el contexto anterior/posterior.",,,,pending,
cab-001-038,https://w3id.org/leco/data/co-ahrb-cab-001-d0038/event_cab-001-038_cab-001-038_s005_a002,leco:Obedience,obedecieron,cab-001-038_s005,Los miembros del Cabildo obedecieron y dieron fiel cumplimiento a lo dispuesto por su señoria.,cab-001-038_s004,"En este Cabildo se leyó una petición de Don Juan de Chinchilla quien pide se le adjudique un pedazo de tierra, ubicada junto al Corral de Pedro Cordoba. 20 octubre 1549 Cabildo en el que se leyó la orden del señor Gobernador Don Miguel Diaz de Armendaris, para que se se represente en la Real Audencia el Alcalde Gómez de Cifuentes.",cab-001-038_s006,"Acordaron nombrar por alcalde a Hernando de Rojas, mientras donde el titular fuera de Tunja, razón por la cual se ordenó realizar los preparativos del recibimiento.",org:org_cab-001-038_cab-001-038_s001_a003|Cabildo|before,org:org_cab-001-038_cab-001-038_s001_a003|Cabildo|same; person:person_cab-001-038_cab-001-038_s004_a004|Juan de Chinchilla|same; person:person_cab-001-038_cab-001-038_s004_a006|Pedro Cordoba|same; org:org_cab-001-038_cab-001-038_s001_a003|Cabildo|same; person:person_cab-001-038_cab-001-038_s004_a012|Miguel Diaz de Armendaris|same; org:org_cab-001-038_cab-001-038_s004_a013|Real Audencia|same; person:person_cab-001-038_cab-001-038_s004_a015|Gómez de Cifuentes|same,person:person_cab-001-038_cab-001-038_s006_a004|Hernando de Rojas|same,org:org_cab-001-038_cab-001-038_s001_a003|Cabildo,,resolved,resolved_same_segment_before,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-038_s005 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «obedecieron». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.",Comprobar que la mención anterior al acto funciona realmente como actor/participante y no como autoridad/destinatario.,,,,pending,
cab-001-038,https://w3id.org/leco/data/co-ahrb-cab-001-d0038/event_cab-001-038_cab-001-038_s004_a005,leco:LandGrant,adjudique,cab-001-038_s004,"En este Cabildo se leyó una petición de Don Juan de Chinchilla quien pide se le adjudique un pedazo de tierra, ubicada junto al Corral de Pedro Cordoba. 20 octubre 1549 Cabildo en el que se leyó la orden del señor Gobernador Don Miguel Diaz de Armendaris, para que se se represente en la Real Audencia el Alcalde Gómez de Cifuentes.",cab-001-038_s003,"Don Juan de Montalvo solicita a los señores Justicia y Regimiento un poder para ocupar el cargo de contador mientras dure la ausencia del titular, quien viajó a la ciudad de Velez.",cab-001-038_s005,Los miembros del Cabildo obedecieron y dieron fiel cumplimiento a lo dispuesto por su señoria.,org:org_cab-001-038_cab-001-038_s001_a003|Cabildo|before; person:person_cab-001-038_cab-001-038_s004_a004|Juan de Chinchilla|before; person:person_cab-001-038_cab-001-038_s004_a006|Pedro Cordoba|after; org:org_cab-001-038_cab-001-038_s001_a003|Cabildo|after; person:person_cab-001-038_cab-001-038_s004_a012|Miguel Diaz de Armendaris|after; org:org_cab-001-038_cab-001-038_s004_a013|Real Audencia|after; person:person_cab-001-038_cab-001-038_s004_a015|Gómez de Cifuentes|after,person:person_cab-001-038_cab-001-038_s003_a001|Juan de Montalvo|same; org:org_cab-001-038_cab-001-038_s003_a002|Justicia y Regimiento|same,org:org_cab-001-038_cab-001-038_s001_a003|Cabildo|same,,,unresolved,unresolved,needs_review,"Propuesta para revisión: cab-001-038_s004 menciona actores o afectados, pero no es inequívoco que correspondan al acto «adjudique» tal como está tipado. Revisar primero la segmentación/tipo de evento antes de enlazar participantes.","Revisar candidatos del mismo segmento y, si no bastan, el contexto anterior/posterior.",,,,pending,
cab-001-038,https://w3id.org/leco/data/co-ahrb-cab-001-d0038/event_cab-001-038_cab-001-038_s002_a002,leco:Collection,cobrar,cab-001-038_s002,"Se dijo que habia queponer remedio a las personas que estan hechando a perder los montes de esta jurisdicción, para lo cual se deben cobrar multas. 24 mayo 1549.",cab-001-038_s001,"En la ciudad de Tunja del Nuevo Reino de Granada, se reunieron los miembros del Cabildo, el día 17 de Mayo de 1549.",cab-001-038_s003,"Don Juan de Montalvo solicita a los señores Justicia y Regimiento un poder para ocupar el cargo de contador mientras dure la ausencia del titular, quien viajó a la ciudad de Velez.",,org:org_cab-001-038_cab-001-038_s001_a003|Cabildo|same,person:person_cab-001-038_cab-001-038_s003_a001|Juan de Montalvo|same; org:org_cab-001-038_cab-001-038_s003_a002|Justicia y Regimiento|same,,,unresolved,unresolved,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-038_s002 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «cobrar». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.","Revisar candidatos del mismo segmento y, si no bastan, el contexto anterior/posterior.",,,,pending,
cab-001-038,https://w3id.org/leco/data/co-ahrb-cab-001-d0038/event_cab-001-038_cab-001-038_s004_a002,leco:ReadingAct,leyó,cab-001-038_s004,"En este Cabildo se leyó una petición de Don Juan de Chinchilla quien pide se le adjudique un pedazo de tierra, ubicada junto al Corral de Pedro Cordoba. 20 octubre 1549 Cabildo en el que se leyó la orden del señor Gobernador Don Miguel Diaz de Armendaris, para que se se represente en la Real Audencia el Alcalde Gómez de Cifuentes.",cab-001-038_s003,"Don Juan de Montalvo solicita a los señores Justicia y Regimiento un poder para ocupar el cargo de contador mientras dure la ausencia del titular, quien viajó a la ciudad de Velez.",cab-001-038_s005,Los miembros del Cabildo obedecieron y dieron fiel cumplimiento a lo dispuesto por su señoria.,org:org_cab-001-038_cab-001-038_s001_a003|Cabildo|before; person:person_cab-001-038_cab-001-038_s004_a004|Juan de Chinchilla|after; person:person_cab-001-038_cab-001-038_s004_a006|Pedro Cordoba|after; org:org_cab-001-038_cab-001-038_s001_a003|Cabildo|after; person:person_cab-001-038_cab-001-038_s004_a012|Miguel Diaz de Armendaris|after; org:org_cab-001-038_cab-001-038_s004_a013|Real Audencia|after; person:person_cab-001-038_cab-001-038_s004_a015|Gómez de Cifuentes|after,person:person_cab-001-038_cab-001-038_s003_a001|Juan de Montalvo|same; org:org_cab-001-038_cab-001-038_s003_a002|Justicia y Regimiento|same,org:org_cab-001-038_cab-001-038_s001_a003|Cabildo|same,,,unresolved,unresolved,contextual_inference,"Propuesta para revisión: el participante de «leyó» no queda como sujeto inequívoco en cab-001-038_s004, pero puede inferirse por continuidad gramatical/institucional. Revisar el contexto inmediato y, si se acepta, registrar la relación como inferida con evidencia y confianza.","Revisar candidatos del mismo segmento y, si no bastan, el contexto anterior/posterior.",,,,pending,
cab-001-038,https://w3id.org/leco/data/co-ahrb-cab-001-d0038/event_cab-001-038_cab-001-038_s004_a009,leco:ReadingAct,leyó,cab-001-038_s004,"En este Cabildo se leyó una petición de Don Juan de Chinchilla quien pide se le adjudique un pedazo de tierra, ubicada junto al Corral de Pedro Cordoba. 20 octubre 1549 Cabildo en el que se leyó la orden del señor Gobernador Don Miguel Diaz de Armendaris, para que se se represente en la Real Audencia el Alcalde Gómez de Cifuentes.",cab-001-038_s003,"Don Juan de Montalvo solicita a los señores Justicia y Regimiento un poder para ocupar el cargo de contador mientras dure la ausencia del titular, quien viajó a la ciudad de Velez.",cab-001-038_s005,Los miembros del Cabildo obedecieron y dieron fiel cumplimiento a lo dispuesto por su señoria.,org:org_cab-001-038_cab-001-038_s001_a003|Cabildo|before; person:person_cab-001-038_cab-001-038_s004_a004|Juan de Chinchilla|before; person:person_cab-001-038_cab-001-038_s004_a006|Pedro Cordoba|before; org:org_cab-001-038_cab-001-038_s001_a003|Cabildo|before; person:person_cab-001-038_cab-001-038_s004_a012|Miguel Diaz de Armendaris|after; org:org_cab-001-038_cab-001-038_s004_a013|Real Audencia|after; person:person_cab-001-038_cab-001-038_s004_a015|Gómez de Cifuentes|after,person:person_cab-001-038_cab-001-038_s003_a001|Juan de Montalvo|same; org:org_cab-001-038_cab-001-038_s003_a002|Justicia y Regimiento|same,org:org_cab-001-038_cab-001-038_s001_a003|Cabildo|same,,,unresolved,unresolved,contextual_inference,"Propuesta para revisión: el participante de «leyó» no queda como sujeto inequívoco en cab-001-038_s004, pero puede inferirse por continuidad gramatical/institucional. Revisar el contexto inmediato y, si se acepta, registrar la relación como inferida con evidencia y confianza.","Revisar candidatos del mismo segmento y, si no bastan, el contexto anterior/posterior.",,,,pending,
cab-001-038,https://w3id.org/leco/data/co-ahrb-cab-001-d0038/event_cab-001-038_cab-001-038_s002_a003,leco:Fine,multas,cab-001-038_s002,"Se dijo que habia queponer remedio a las personas que estan hechando a perder los montes de esta jurisdicción, para lo cual se deben cobrar multas. 24 mayo 1549.",cab-001-038_s001,"En la ciudad de Tunja del Nuevo Reino de Granada, se reunieron los miembros del Cabildo, el día 17 de Mayo de 1549.",cab-001-038_s003,"Don Juan de Montalvo solicita a los señores Justicia y Regimiento un poder para ocupar el cargo de contador mientras dure la ausencia del titular, quien viajó a la ciudad de Velez.",,org:org_cab-001-038_cab-001-038_s001_a003|Cabildo|same,person:person_cab-001-038_cab-001-038_s003_a001|Juan de Montalvo|same; org:org_cab-001-038_cab-001-038_s003_a002|Justicia y Regimiento|same,,,unresolved,unresolved,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-038_s002 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «multas». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.","Revisar candidatos del mismo segmento y, si no bastan, el contexto anterior/posterior.",,,,pending,
cab-001-038,https://w3id.org/leco/data/co-ahrb-cab-001-d0038/event_cab-001-038_cab-001-038_s007_a003,leco:Presentation,presentó,cab-001-038_s007,"El 3 de Noviembre de 1549 el padre Fray Bernardino Minaya de Paz, presentó una petición y un libro de la bula del papa Julio, en la que da fé el obispo de Austria cardenal de San Jorge, en lo referente a la petición, solicitud la orden para la fundación del Monasterio de la ciudad de Tunja.",cab-001-038_s006,"Acordaron nombrar por alcalde a Hernando de Rojas, mientras donde el titular fuera de Tunja, razón por la cual se ordenó realizar los preparativos del recibimiento.",,,person:person_cab-001-038_cab-001-038_s007_a002|Fray Bernardino Minaya de Paz|before; person:person_cab-001-038_cab-001-038_s007_a006|papa Julio|after; person:person_cab-001-038_cab-001-038_s007_a009|San Jorge|after,person:person_cab-001-038_cab-001-038_s006_a004|Hernando de Rojas|same,,,,unresolved,unresolved,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-038_s007 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «presentó». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.","Revisar candidatos del mismo segmento y, si no bastan, el contexto anterior/posterior.",,,,pending,
cab-001-038,https://w3id.org/leco/data/co-ahrb-cab-001-d0038/event_cab-001-038_cab-001-038_s007_a010,leco:Petition,petición,cab-001-038_s007,"El 3 de Noviembre de 1549 el padre Fray Bernardino Minaya de Paz, presentó una petición y un libro de la bula del papa Julio, en la que da fé el obispo de Austria cardenal de San Jorge, en lo referente a la petición, solicitud la orden para la fundación del Monasterio de la ciudad de Tunja.",cab-001-038_s006,"Acordaron nombrar por alcalde a Hernando de Rojas, mientras donde el titular fuera de Tunja, razón por la cual se ordenó realizar los preparativos del recibimiento.",,,person:person_cab-001-038_cab-001-038_s007_a002|Fray Bernardino Minaya de Paz|before; person:person_cab-001-038_cab-001-038_s007_a006|papa Julio|before; person:person_cab-001-038_cab-001-038_s007_a009|San Jorge|before,person:person_cab-001-038_cab-001-038_s006_a004|Hernando de Rojas|same,,,,unresolved,unresolved,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-038_s007 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «petición». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.","Revisar candidatos del mismo segmento y, si no bastan, el contexto anterior/posterior.",,,,pending,
cab-001-039,https://w3id.org/leco/data/co-ahrb-cab-001-d0039/event_cab-001-039_cab-001-039_s005_a006,leco:AdministrativeAct,merced,cab-001-039_s005,En este Cabildo Hernando de Rojas Regidor presentó una petición en la que solicita se la haga merced de un Hegido en términos de la ciudad con el fin de hacer un molino de aguas frontero de un tejar los capituladores aprobaron la petición.,cab-001-039_s004,"En la ciudad, el dia 14 de Noviembre 1549, se pregonó las nuevas leyes y ordenanzas Reales para el bien del Reino y de la República.",cab-001-039_s006,"En dicha reunión se vió otra petición, presentaba por Sebastian Martin vecino de Tunja, quien pide se le dé un solar cerca al arroyo de la ciudad.",org:org_cab-001-039_cab-001-039_s005_a001|Cabildo|before; person:person_cab-001-039_cab-001-039_s003_a011|Hernando de Rojas|before,,person:person_cab-001-039_cab-001-039_s006_a002|Sebastian Martin|same,person:person_cab-001-039_cab-001-039_s003_a011|Hernando de Rojas,,resolved,resolved_same_segment_before,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-039_s005 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «merced». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.",Comprobar que la mención anterior al acto funciona realmente como actor/participante y no como autoridad/destinatario.,,,,pending,
cab-001-039,https://w3id.org/leco/data/co-ahrb-cab-001-d0039/event_cab-001-039_cab-001-039_s003_a004,leco:Presentation,presentó,cab-001-039_s003,"Después, a los 10 dias del mes de noviembre del mismo año, ante el noble señor Alonso de Cabrera Alcalde Ordinario de Tunja se presentó Fray Bernardino quien mostró la provisión para la construcción del Monasterio del señor San Salvador, firmaron por testigos y dieran fe: Cap Gonzalo Suárez, el capitan Baltazar Maldonado, Hernando de Rojas y Pedro Rodriguez.",cab-001-039_s002,"Don Diego de Robles notificó la orden al Padre Fray Diego Mynaya, en la se autoriza la construción de Monasterio.",cab-001-039_s004,"En la ciudad, el dia 14 de Noviembre 1549, se pregonó las nuevas leyes y ordenanzas Reales para el bien del Reino y de la República.",person:person_cab-001-039_cab-001-039_s003_a001|Alonso de Cabrera|before; person:person_cab-001-039_cab-001-039_s003_a005|Fray Bernardino|after; person:person_cab-001-039_cab-001-039_s003_a008|Gonzalo Suárez|after; person:person_cab-001-039_cab-001-039_s003_a010|Baltazar Maldonado|after; person:person_cab-001-039_cab-001-039_s003_a011|Hernando de Rojas|after; person:person_cab-001-039_cab-001-039_s003_a012|Pedro Rodriguez|after,person:person_cab-001-039_cab-001-039_s002_a001|Diego de Robles|same; person:person_cab-001-039_cab-001-039_s002_a004|Fray Diego Mynaya|same,,,,unresolved,unresolved,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-039_s003 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «presentó». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.","Revisar candidatos del mismo segmento y, si no bastan, el contexto anterior/posterior.",,,,pending,
cab-001-039,https://w3id.org/leco/data/co-ahrb-cab-001-d0039/event_cab-001-039_cab-001-039_s005_a004,leco:Presentation,presentó,cab-001-039_s005,En este Cabildo Hernando de Rojas Regidor presentó una petición en la que solicita se la haga merced de un Hegido en términos de la ciudad con el fin de hacer un molino de aguas frontero de un tejar los capituladores aprobaron la petición.,cab-001-039_s004,"En la ciudad, el dia 14 de Noviembre 1549, se pregonó las nuevas leyes y ordenanzas Reales para el bien del Reino y de la República.",cab-001-039_s006,"En dicha reunión se vió otra petición, presentaba por Sebastian Martin vecino de Tunja, quien pide se le dé un solar cerca al arroyo de la ciudad.",org:org_cab-001-039_cab-001-039_s005_a001|Cabildo|before; person:person_cab-001-039_cab-001-039_s003_a011|Hernando de Rojas|before,,person:person_cab-001-039_cab-001-039_s006_a002|Sebastian Martin|same,person:person_cab-001-039_cab-001-039_s003_a011|Hernando de Rojas,,resolved,resolved_same_segment_before,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-039_s005 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «presentó». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.",Comprobar que la mención anterior al acto funciona realmente como actor/participante y no como autoridad/destinatario.,,,,pending,
cab-001-039,https://w3id.org/leco/data/co-ahrb-cab-001-d0039/event_cab-001-039_cab-001-039_s005_a007,leco:Approval,aprobaron,cab-001-039_s005,En este Cabildo Hernando de Rojas Regidor presentó una petición en la que solicita se la haga merced de un Hegido en términos de la ciudad con el fin de hacer un molino de aguas frontero de un tejar los capituladores aprobaron la petición.,cab-001-039_s004,"En la ciudad, el dia 14 de Noviembre 1549, se pregonó las nuevas leyes y ordenanzas Reales para el bien del Reino y de la República.",cab-001-039_s006,"En dicha reunión se vió otra petición, presentaba por Sebastian Martin vecino de Tunja, quien pide se le dé un solar cerca al arroyo de la ciudad.",org:org_cab-001-039_cab-001-039_s005_a001|Cabildo|before; person:person_cab-001-039_cab-001-039_s003_a011|Hernando de Rojas|before,,person:person_cab-001-039_cab-001-039_s006_a002|Sebastian Martin|same,org:org_cab-001-039_cab-001-039_s007_a002|Justicia y Regimiento; person:person_cab-001-039_cab-001-039_s003_a011|Hernando de Rojas,,resolved,multiple_current_targets,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-039_s005 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «aprobaron». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.",Verificar si la pluralidad está justificada o si alguna relación fue añadida heurísticamente.,,,,pending,
cab-001-039,https://w3id.org/leco/data/co-ahrb-cab-001-d0039/event_cab-001-039_cab-001-039_s002_a002,leco:Notification,notificó,cab-001-039_s002,"Don Diego de Robles notificó la orden al Padre Fray Diego Mynaya, en la se autoriza la construción de Monasterio.",cab-001-039_s001,"Tunja, 4 de Noviembre de 1549.",cab-001-039_s003,"Después, a los 10 dias del mes de noviembre del mismo año, ante el noble señor Alonso de Cabrera Alcalde Ordinario de Tunja se presentó Fray Bernardino quien mostró la provisión para la construcción del Monasterio del señor San Salvador, firmaron por testigos y dieran fe: Cap Gonzalo Suárez, el capitan Baltazar Maldonado, Hernando de Rojas y Pedro Rodriguez.",person:person_cab-001-039_cab-001-039_s002_a001|Diego de Robles|before; person:person_cab-001-039_cab-001-039_s002_a004|Fray Diego Mynaya|after,,person:person_cab-001-039_cab-001-039_s003_a001|Alonso de Cabrera|same; person:person_cab-001-039_cab-001-039_s003_a005|Fray Bernardino|same; person:person_cab-001-039_cab-001-039_s003_a008|Gonzalo Suárez|same; person:person_cab-001-039_cab-001-039_s003_a010|Baltazar Maldonado|same; person:person_cab-001-039_cab-001-039_s003_a011|Hernando de Rojas|same; person:person_cab-001-039_cab-001-039_s003_a012|Pedro Rodriguez|same,,,unresolved,unresolved,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-039_s002 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «notificó». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.","Revisar candidatos del mismo segmento y, si no bastan, el contexto anterior/posterior.",,,,pending,
cab-001-039,https://w3id.org/leco/data/co-ahrb-cab-001-d0039/event_cab-001-039_cab-001-039_s005_a008,leco:Petition,petición,cab-001-039_s005,En este Cabildo Hernando de Rojas Regidor presentó una petición en la que solicita se la haga merced de un Hegido en términos de la ciudad con el fin de hacer un molino de aguas frontero de un tejar los capituladores aprobaron la petición.,cab-001-039_s004,"En la ciudad, el dia 14 de Noviembre 1549, se pregonó las nuevas leyes y ordenanzas Reales para el bien del Reino y de la República.",cab-001-039_s006,"En dicha reunión se vió otra petición, presentaba por Sebastian Martin vecino de Tunja, quien pide se le dé un solar cerca al arroyo de la ciudad.",org:org_cab-001-039_cab-001-039_s005_a001|Cabildo|before; person:person_cab-001-039_cab-001-039_s003_a011|Hernando de Rojas|before,,person:person_cab-001-039_cab-001-039_s006_a002|Sebastian Martin|same,person:person_cab-001-039_cab-001-039_s003_a011|Hernando de Rojas,,resolved,resolved_same_segment_before,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-039_s005 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «petición». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.",Comprobar que la mención anterior al acto funciona realmente como actor/participante y no como autoridad/destinatario.,,,,pending,
cab-001-040,https://w3id.org/leco/data/co-ahrb-cab-001-d0040/event_cab-001-040_cab-001-040_s003_a009,leco:Proclamation,pregonar,cab-001-040_s003,"Los señores Justicia y Regimiento en nombre del Cabildo de la ciudad de Tunja y sus vecinos dan todo su poder cumplido a Miguel de Trujillo vecino y corregidor de esta ciudad, se ordenó pregonar la decisión en la plaza principal en prueba de testimonio dieron fé y firmaron: Cabrera, Cifuentes, Suárez, Orozco, Rojas, Beteita, Trujillo, Aguirre.",cab-001-040_s002,"Allí se acordó enviar señores de la ciudad a Santafé, para pedir los propios; se acordó enviar a Don Domingo de Aguirre.",,,org:org_cab-001-040_cab-001-040_s003_a001|Justicia y Regimiento|before; org:org_cab-001-040_cab-001-040_s001_a003|Cabildo|before; person:person_cab-001-040_cab-001-040_s003_a006|Miguel de Trujillo|before; person:person_cab-001-040_cab-001-040_s003_a010|Cabrera|after; person:person_cab-001-040_cab-001-040_s003_a011|Cifuentes|after; person:person_cab-001-040_cab-001-040_s003_a012|Suárez|after; person:person_cab-001-040_cab-001-040_s003_a013|Orozco|after; person:person_cab-001-040_cab-001-040_s003_a014|Rojas|after; person:person_cab-001-040_cab-001-040_s003_a015|Beteita|after; person:person_cab-001-040_cab-001-040_s003_a016|Trujillo|after; person:person_cab-001-040_cab-001-040_s003_a017|Aguirre|after,person:person_cab-001-040_cab-001-040_s002_a004|Domingo de Aguirre|same,,,,unresolved,unresolved,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-040_s003 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «pregonar». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.","Revisar candidatos del mismo segmento y, si no bastan, el contexto anterior/posterior.",,,,pending,
cab-001-040,https://w3id.org/leco/data/co-ahrb-cab-001-d0040/event_cab-001-040_cab-001-040_s003_a005,leco:GrantOfPower,poder,cab-001-040_s003,"Los señores Justicia y Regimiento en nombre del Cabildo de la ciudad de Tunja y sus vecinos dan todo su poder cumplido a Miguel de Trujillo vecino y corregidor de esta ciudad, se ordenó pregonar la decisión en la plaza principal en prueba de testimonio dieron fé y firmaron: Cabrera, Cifuentes, Suárez, Orozco, Rojas, Beteita, Trujillo, Aguirre.",cab-001-040_s002,"Allí se acordó enviar señores de la ciudad a Santafé, para pedir los propios; se acordó enviar a Don Domingo de Aguirre.",,,org:org_cab-001-040_cab-001-040_s003_a001|Justicia y Regimiento|before; org:org_cab-001-040_cab-001-040_s001_a003|Cabildo|before; person:person_cab-001-040_cab-001-040_s003_a006|Miguel de Trujillo|after; person:person_cab-001-040_cab-001-040_s003_a010|Cabrera|after; person:person_cab-001-040_cab-001-040_s003_a011|Cifuentes|after; person:person_cab-001-040_cab-001-040_s003_a012|Suárez|after; person:person_cab-001-040_cab-001-040_s003_a013|Orozco|after; person:person_cab-001-040_cab-001-040_s003_a014|Rojas|after; person:person_cab-001-040_cab-001-040_s003_a015|Beteita|after; person:person_cab-001-040_cab-001-040_s003_a016|Trujillo|after; person:person_cab-001-040_cab-001-040_s003_a017|Aguirre|after,person:person_cab-001-040_cab-001-040_s002_a004|Domingo de Aguirre|same,,,,unresolved,unresolved,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-040_s003 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «poder». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.","Revisar candidatos del mismo segmento y, si no bastan, el contexto anterior/posterior.",,,,pending,
cab-001-040,https://w3id.org/leco/data/co-ahrb-cab-001-d0040/event_cab-001-040_cab-001-040_s003_a008,leco:OrderAct,ordenó,cab-001-040_s003,"Los señores Justicia y Regimiento en nombre del Cabildo de la ciudad de Tunja y sus vecinos dan todo su poder cumplido a Miguel de Trujillo vecino y corregidor de esta ciudad, se ordenó pregonar la decisión en la plaza principal en prueba de testimonio dieron fé y firmaron: Cabrera, Cifuentes, Suárez, Orozco, Rojas, Beteita, Trujillo, Aguirre.",cab-001-040_s002,"Allí se acordó enviar señores de la ciudad a Santafé, para pedir los propios; se acordó enviar a Don Domingo de Aguirre.",,,org:org_cab-001-040_cab-001-040_s003_a001|Justicia y Regimiento|before; org:org_cab-001-040_cab-001-040_s001_a003|Cabildo|before; person:person_cab-001-040_cab-001-040_s003_a006|Miguel de Trujillo|before; person:person_cab-001-040_cab-001-040_s003_a010|Cabrera|after; person:person_cab-001-040_cab-001-040_s003_a011|Cifuentes|after; person:person_cab-001-040_cab-001-040_s003_a012|Suárez|after; person:person_cab-001-040_cab-001-040_s003_a013|Orozco|after; person:person_cab-001-040_cab-001-040_s003_a014|Rojas|after; person:person_cab-001-040_cab-001-040_s003_a015|Beteita|after; person:person_cab-001-040_cab-001-040_s003_a016|Trujillo|after; person:person_cab-001-040_cab-001-040_s003_a017|Aguirre|after,person:person_cab-001-040_cab-001-040_s002_a004|Domingo de Aguirre|same,,org:org_cab-001-040_cab-001-040_s001_a003|Cabildo,,resolved,resolved_same_segment_before,explicit_recoverable,"Propuesta para revisión: el segmento cab-001-040_s003 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «ordenó». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual.",Comprobar que la mención anterior al acto funciona realmente como actor/participante y no como autoridad/destinatario.,,,,pending,
